County,Organisation,Scheme,Amount Allocated
Mayo,Cill Chomáin GAA Community Development limited,2014 Sports Capital Programme,"45,000.00"
Mayo,CLAREMORRIS BOXING CLUB,2014 Sports Capital Programme,"8,000.00"
Mayo,Claremorris Colts Rugby Football Club,2014 Sports Capital Programme,"70,000.00"
Mayo,Claremorris Lawn Tennis Club,2014 Sports Capital Programme,"70,000.00"
Mayo,CLG Tuar Mhic Eadaigh (Tourmakeady GAA Club),2014 Sports Capital Programme,"40,000.00"
Mayo,Crossmolina Deelrovers GAA,2014 Sports Capital Programme,"60,000.00"
Mayo,Eagle Boxing Club,2014 Sports Capital Programme,"7,225.00"
Mayo,Edmund Rice Schools Trust Limited,2014 Sports Capital Programme,"70,775.00"
Mayo,Fahy Community Development and Fahy Rovers AFC,2014 Sports Capital Programme,"85,000.00"
Mayo,Islandeady GAA Club,2014 Sports Capital Programme,"100,000.00"
Mayo,Killala Community Council (Newstart) Company Limited By Gaurantee,2014 Sports Capital Programme,"12,000.00"
Mayo,Lecanvey Community Centre LTD,2014 Sports Capital Programme,"3,500.00"
Mayo,Mayo Association Football League Ltd,2014 Sports Capital Programme,"25,000.00"
Mayo,Mayo County Council,2014 Sports Capital Programme,"7,000.00"
Mayo,Mayo Gaels GAA,2014 Sports Capital Programme,"4,000.00"
Mayo,Partry Athletic FC,2014 Sports Capital Programme,"30,000.00"
Mayo,Sean Duffy Community Centre,2014 Sports Capital Programme,"10,000.00"
Mayo,Snugboro United Football Club Ltd,2014 Sports Capital Programme,"75,000.00"
Mayo,St Annes Sports & Recreational Club,2014 Sports Capital Programme,"8,000.00"
Mayo,St Patricks GAA Club Westport,2014 Sports Capital Programme,"85,000.00"
Mayo,Westport Golf Club,2014 Sports Capital Programme,"55,000.00"
Meath,Ashbourne Cricket Club,2014 Sports Capital Programme,"5,000.00"
Meath,Ashbourne United Association Football Club Limited,2014 Sports Capital Programme,"150,000.00"
Meath,Athboy Celtic Football Club,2014 Sports Capital Programme,"75,000.00"
Meath,Boyerstown Community Development Association,2014 Sports Capital Programme,"10,000.00"
Meath,Boyne Hockey Club,2014 Sports Capital Programme,600
Meath,Castletown GFC,2014 Sports Capital Programme,"75,000.00"
Meath,Comhlacht Oibre An tSeanbhaile,2014 Sports Capital Programme,"10,000.00"
Meath,Cormeen Community Development Ltd,2014 Sports Capital Programme,"14,000.00"
Meath,Duleek & District AC,2014 Sports Capital Programme,"12,000.00"
Meath,Dunboyne Amateur Boxing Club,2014 Sports Capital Programme,"12,000.00"
Meath,Dunboyne Athletic Club,2014 Sports Capital Programme,"90,000.00"
Meath,Dunderry GAA Club,2014 Sports Capital Programme,"70,000.00"
Meath,Dunshaughlin Community Centre Ltd,2014 Sports Capital Programme,"12,000.00"
Meath,East Meath United Limited,2014 Sports Capital Programme,"100,000.00"
Meath,Kells Handball Club,2014 Sports Capital Programme,"50,000.00"
Meath,Kilmainham GFC,2014 Sports Capital Programme,"15,000.00"
Meath,Kiltale Hurling & Camogie Club,2014 Sports Capital Programme,"50,000.00"
Meath,Laytown United Football Club,2014 Sports Capital Programme,"5,000.00"
Meath,Louth and Meath Education and Training Board,2014 Sports Capital Programme,"65,000.00"
Meath,Meath and District League,2014 Sports Capital Programme,"250,000.00"
Meath,Meath Local Sports Partnership,2014 Sports Capital Programme,"5,600.00"
Meath,OMP United,2014 Sports Capital Programme,"12,000.00"
Meath,Park Celtic Summerhill FC,2014 Sports Capital Programme,"23,731.00"
Meath,Rathmore Handball Club,2014 Sports Capital Programme,"12,000.00"
Meath,Ratoath Harps AFC Ltd,2014 Sports Capital Programme,"150,000.00"
Meath,Ratoath Tennis Club Ltd,2014 Sports Capital Programme,"7,000.00"
Meath,Ribbontail Paddlers Canoe Club,2014 Sports Capital Programme,"25,000.00"
Meath,Scoil Mhuire,2014 Sports Capital Programme,"18,000.00"
Meath,St Oliver's Community Centre,2014 Sports Capital Programme,"150,000.00"
Meath,St Ultans Gaelic Football Club,2014 Sports Capital Programme,"35,000.00"
Meath,St Vincents GFC,2014 Sports Capital Programme,"75,000.00"
Meath,Summerhill Community Centre,2014 Sports Capital Programme,"60,000.00"
Meath,Syddan GAA Club,2014 Sports Capital Programme,"27,000.00"
Meath,Tara Athletics Club,2014 Sports Capital Programme,"20,000.00"
Meath,Trim Celtic A.F.C.,2014 Sports Capital Programme,"70,000.00"
Meath,WOLFE TONES GFC Kells,2014 Sports Capital Programme,"90,000.00"
Monaghan,Aghabog GAA Club,2014 Sports Capital Programme,"70,000.00"
Monaghan,Blayney Academy FC,2014 Sports Capital Programme,"8,000.00"
Monaghan,Border Bounce Gymnastics Club,2014 Sports Capital Programme,"15,000.00"
Monaghan,Carrickmacross Emmets GFC,2014 Sports Capital Programme,"60,000.00"
Monaghan,Clones Erne East Community Sports Facility Management Company,2014 Sports Capital Programme,"90,000.00"
Monaghan,Glaslough Villa FC,2014 Sports Capital Programme,"20,000.00"
Monaghan,Killanny Geraldines GFC,2014 Sports Capital Programme,"25,000.00"
Monaghan,Magheracloone GFC,2014 Sports Capital Programme,"20,000.00"
Monaghan,Monaghan Tennis Club,2014 Sports Capital Programme,"4,000.00"
Monaghan,Old School Boxing Club,2014 Sports Capital Programme,"25,000.00"
Monaghan,Smithboro Community Development Association,2014 Sports Capital Programme,"1,500.00"
Monaghan,St Macartan's College,2014 Sports Capital Programme,"100,000.00"
Monaghan,St Marys Park Development - Castleblayney Faughs,2014 Sports Capital Programme,"63,838.00"
Offaly,Birr Wilmer Tennis Club,2014 Sports Capital Programme,"35,000.00"
Offaly,CCM Racing Club,2014 Sports Capital Programme,"20,000.00"
Offaly,Clara Boxing Club,2014 Sports Capital Programme,"4,000.00"
Offaly,Crinkle Sports and Recreation Centre,2014 Sports Capital Programme,"40,000.00"
Offaly,Doon GAA Offaly,2014 Sports Capital Programme,"80,000.00"
Offaly,Edenderry GAA,2014 Sports Capital Programme,"70,000.00"
Offaly,Edenderry Town Football Club,2014 Sports Capital Programme,"50,000.00"
Offaly,Gracefield GAA,2014 Sports Capital Programme,"80,000.00"
Offaly,Grand Canal Sports,2014 Sports Capital Programme,"8,000.00"
Offaly,Irish Tug of War Association,2014 Sports Capital Programme,"17,252.00"
Offaly,Moneygall Football Club Limited,2014 Sports Capital Programme,"6,500.00"
Offaly,Mucklagh Community Development Company,2014 Sports Capital Programme,"20,000.00"
Offaly,Mucklagh Schoolboys/girls Soccer Club,2014 Sports Capital Programme,"12,000.00"
Offaly,Offaly County Council,2014 Sports Capital Programme,"4,000.00"
Offaly,Offaly County Council,2014 Sports Capital Programme,"4,307.00"
Offaly,St Bridget's Boxing Club,2014 Sports Capital Programme,"11,000.00"
Offaly,St Joseph's Hall Sports Committee,2014 Sports Capital Programme,"7,000.00"
Offaly,St Mary's Youth & Community Centre,2014 Sports Capital Programme,"8,500.00"
Offaly,St Rynagh's Hurling Club,2014 Sports Capital Programme,"60,000.00"
Offaly,Tullamore Basketball Club,2014 Sports Capital Programme,"2,500.00"
Roscommon,Athlone Gymnastics Club,2014 Sports Capital Programme,"14,000.00"
Roscommon,Ballaghaderreen FC,2014 Sports Capital Programme,"21,000.00"
Roscommon,Ballaghaderreen Rugby Football Club,2014 Sports Capital Programme,"3,000.00"
Roscommon,Castlerea Boxing Club,2014 Sports Capital Programme,"6,000.00"
Roscommon,Castlerea Community Centre Ltd,2014 Sports Capital Programme,"5,000.00"
Roscommon,Castlerea GAA Club,2014 Sports Capital Programme,"63,000.00"
Roscommon,Cloonbonniffe Community Council Commitee Ltd,2014 Sports Capital Programme,"58,000.00"
Roscommon,Co Roscommon Disability Support Group Ltd,2014 Sports Capital Programme,"20,000.00"
Roscommon,Dysart FC,2014 Sports Capital Programme,"15,636.00"
Roscommon,Elphin GAA Club,2014 Sports Capital Programme,"48,000.00"
Roscommon,Frenchpark Boxing Club,2014 Sports Capital Programme,"7,500.00"
Roscommon,Kilglass Gaels Community Group,2014 Sports Capital Programme,"9,000.00"
Roscommon,Lisacul Community Development Co Ltd,2014 Sports Capital Programme,"6,000.00"
Roscommon,LITTLE OAK GYMNASTICS CLUB,2014 Sports Capital Programme,"5,800.00"
Roscommon,Roscommon & District Football League Ltd,2014 Sports Capital Programme,"62,000.00"
Roscommon,Roscommon Archers,2014 Sports Capital Programme,"4,000.00"
Roscommon,Roscommon Gaels GAA CLub,2014 Sports Capital Programme,"78,000.00"
Roscommon,Roscommon Sports Partnership,2014 Sports Capital Programme,"5,000.00"
Roscommon,St Barry's GAA,2014 Sports Capital Programme,"30,000.00"
Roscommon,St Joseph's Gaa Club,2014 Sports Capital Programme,"2,800.00"
Roscommon,St Peters FC,2014 Sports Capital Programme,"73,000.00"
Sligo,ballygawley community park,2014 Sports Capital Programme,"45,000.00"
Sligo,Banada Abbey Hall Development Co. Ltd.,2014 Sports Capital Programme,"15,000.00"
Sligo,Bunninadden Sports & Leisure Ltd,2014 Sports Capital Programme,"5,000.00"
Sligo,Cloonacool Community Park Limited,2014 Sports Capital Programme,"13,000.00"
Sligo,Coolaneymullinabreena GAA club,2014 Sports Capital Programme,"45,000.00"
Sligo,COOLERA/STRANDHILL GAA,2014 Sports Capital Programme,"48,000.00"
Sligo,County Sligo Tennis Club company Limited by Guarantee,2014 Sports Capital Programme,"1,582.00"
Sligo,Easkey GAA,2014 Sports Capital Programme,"20,000.00"
Sligo,Enniscrone Kilglass Gaa Club,2014 Sports Capital Programme,"40,000.00"
Sligo,Oxfield Sports Centre,2014 Sports Capital Programme,"47,000.00"
Sligo,Sligo County Board,2014 Sports Capital Programme,"300,000.00"
Sligo,Sligo County Council,2014 Sports Capital Programme,"80,000.00"
Sligo,Sligo Rugby Football Club,2014 Sports Capital Programme,"50,000.00"
Sligo,St John's AFC,2014 Sports Capital Programme,"5,000.00"
Sligo,Strandhill Community Maritime Company,2014 Sports Capital Programme,"7,000.00"
Sligo,URSULINE COLLEGE,2014 Sports Capital Programme,"300,000.00"
Tipperary,Arra Rovers Soccer Club,2014 Sports Capital Programme,"8,000.00"
Tipperary,Ballingarry GAA Club,2014 Sports Capital Programme,"30,000.00"
Tipperary,Ballypatrick Sports Centre,2014 Sports Capital Programme,"12,000.00"
Tipperary,Birdhill Community & Recreation Association,2014 Sports Capital Programme,"70,000.00"
Tipperary,Blackcastle Templemore HARPS (aka BT HARPS),2014 Sports Capital Programme,"50,000.00"
Tipperary,Borrisoleigh Gaa Club,2014 Sports Capital Programme,"80,000.00"
Tipperary,Canon Hayes Community Recreation Centre Ltd.,2014 Sports Capital Programme,"60,000.00"
Tipperary,Carrick United AFC Company Limited by Guarantee,2014 Sports Capital Programme,"30,000.00"
Tipperary,Cashel Boxing Club,2014 Sports Capital Programme,"16,000.00"
Tipperary,County Tipperary Lawn Tennis Club,2014 Sports Capital Programme,"30,000.00"
Tipperary,Cullen Lattin AFC,2014 Sports Capital Programme,"50,000.00"
Tipperary,Drangan Community Centre Ltd,2014 Sports Capital Programme,"26,000.00"
Tipperary,Durlas Og,2014 Sports Capital Programme,"20,000.00"
Tipperary,Emly GAA Club,2014 Sports Capital Programme,"17,000.00"
Tipperary,Golden Kilfeacle GAA,2014 Sports Capital Programme,"100,000.00"
Tipperary,Knockshegowna GAA Club,2014 Sports Capital Programme,"7,000.00"
Tipperary,Limerick Institute of Technology,2014 Sports Capital Programme,"100,000.00"
Tipperary,Longhouse Committee,2014 Sports Capital Programme,"12,000.00"
Tipperary,Nenagh Ormond RFC,2014 Sports Capital Programme,"8,000.00"
Tipperary,Newport Town AFC,2014 Sports Capital Programme,"12,000.00"
Tipperary,Portroe Camogie Club,2014 Sports Capital Programme,"10,000.00"
Tipperary,Portroe GAA,2014 Sports Capital Programme,"15,000.00"
Tipperary,Rosanna Lawn Tennis Club,2014 Sports Capital Programme,"100,000.00"
Tipperary,Roscrea Hurling Club,2014 Sports Capital Programme,"45,000.00"
Tipperary,Roscrea Tennis Club,2014 Sports Capital Programme,"20,000.00"
Tipperary,Sean Treacys GAA Club,2014 Sports Capital Programme,"35,000.00"
Tipperary,Silvermines GAA Club,2014 Sports Capital Programme,"70,000.00"
Tipperary,St John the Baptist BNS,2014 Sports Capital Programme,"13,000.00"
Tipperary,St Josephs CBS & Nenagh Olympic Athletic Club,2014 Sports Capital Programme,"55,854.00"
Tipperary,St Nicholas Boxing Club,2014 Sports Capital Programme,"21,000.00"
Tipperary,St Paul's Boxing Club,2014 Sports Capital Programme,"3,500.00"
Tipperary,Templemore Athletic Club,2014 Sports Capital Programme,"50,000.00"
Tipperary,Tipperary County Board GAA,2014 Sports Capital Programme,"100,000.00"
Tipperary,Tipperary Education and Training Board,2014 Sports Capital Programme,"120,000.00"
Tipperary,Tipperary Town Football Club,2014 Sports Capital Programme,"15,000.00"
Tipperary,Tipperary Wheelers Cycling & Triathlon Club,2014 Sports Capital Programme,"4,000.00"
Waterford,Affane Cappoquin GAA,2014 Sports Capital Programme,"46,000.00"
Waterford,Ballinroad Soccer Club,2014 Sports Capital Programme,"46,000.00"
Waterford,Ballyduff Upper GAA Club,2014 Sports Capital Programme,"15,000.00"
Waterford,Ballygunner GAA Club,2014 Sports Capital Programme,"10,000.00"
Waterford,Ballysaggart GAA Club,2014 Sports Capital Programme,"46,000.00"
Waterford,Bonmahon GAA,2014 Sports Capital Programme,"10,000.00"
Waterford,Cumann Lúthchleas Gael na Rinne,2014 Sports Capital Programme,"20,000.00"
Waterford,Dungarvan Gymnastics Club,2014 Sports Capital Programme,"18,000.00"
Waterford,Dungarvan Hurling & Football Club,2014 Sports Capital Programme,"40,000.00"
Waterford,Dungarvan Rugby Club,2014 Sports Capital Programme,"40,000.00"
Waterford,Dunmore East FC,2014 Sports Capital Programme,"45,000.00"
Waterford,Erins Own Sacred Heart GAA Club,2014 Sports Capital Programme,"40,000.00"
Waterford,Four-mile-water Hurling Club,2014 Sports Capital Programme,"40,000.00"
Waterford,Kilbarry Gymnastics Club,2014 Sports Capital Programme,"6,000.00"
Waterford,Mount Sion Primary School,2014 Sports Capital Programme,"86,000.00"
Waterford,Park Rangers FC,2014 Sports Capital Programme,"30,000.00"
Waterford,Pat Rockett Martial Arts Academy,2014 Sports Capital Programme,"10,000.00"
Waterford,Portlaw United AFC,2014 Sports Capital Programme,"45,000.00"
Waterford,St Anne's Waterford Tennis Club,2014 Sports Capital Programme,"40,000.00"
Waterford,Stradbally GAA Club,2014 Sports Capital Programme,"49,625.00"
Waterford,Tramore Tennis Club,2014 Sports Capital Programme,"12,000.00"
Waterford,Waterford & District Cricket Club,2014 Sports Capital Programme,"15,000.00"
Waterford,Waterford City & County Council,2014 Sports Capital Programme,"300,000.00"
Waterford,Waterford Crystal Swimming Club,2014 Sports Capital Programme,"14,000.00"
Waterford,Waterford Sports Partnership,2014 Sports Capital Programme,"10,000.00"
Westmeath,Athlone Boat Club,2014 Sports Capital Programme,"115,000.00"
Westmeath,Athlone Regional Sports Centre,2014 Sports Capital Programme,"250,000.00"
Westmeath,Athlone Sub Aqua Club Ltd,2014 Sports Capital Programme,"15,000.00"
Westmeath,Ballinagore GAA Club,2014 Sports Capital Programme,"28,000.00"
Westmeath,Ballinahown FC,2014 Sports Capital Programme,"17,000.00"
Westmeath,Ballynacargy GAA Club,2014 Sports Capital Programme,"45,345.00"
Westmeath,Killucan GAA,2014 Sports Capital Programme,"20,000.00"
Westmeath,Killucan Ladies Football Club,2014 Sports Capital Programme,800
Westmeath,Lakeside Wheelers Cycling Club,2014 Sports Capital Programme,"20,000.00"
Westmeath,Midland Triathlon Club,2014 Sports Capital Programme,"10,000.00"
Westmeath,Midland Warriors RFC,2014 Sports Capital Programme,"12,000.00"
Westmeath,Moate Boxing Club,2014 Sports Capital Programme,"8,000.00"
Westmeath,Mullingar elite bc,2014 Sports Capital Programme,"5,000.00"
Westmeath,Mullingar Kyokushinkai Karate Club,2014 Sports Capital Programme,500
Westmeath,Mullingar RFC,2014 Sports Capital Programme,"110,000.00"
Westmeath,Mullingar Sub Aqua Club,2014 Sports Capital Programme,"17,000.00"
Westmeath,Mullingar Tennis & Badminton Club,2014 Sports Capital Programme,"37,000.00"
Westmeath,Multy Community Centre Ltd,2014 Sports Capital Programme,"20,000.00"
Westmeath,Raharney GAA,2014 Sports Capital Programme,"40,000.00"
Westmeath,Rosemount Community Committee,2014 Sports Capital Programme,"18,000.00"
Westmeath,Shannonside Stealers,2014 Sports Capital Programme,"8,000.00"
Westmeath,"St Marys,Rochfortbridge",2014 Sports Capital Programme,"10,000.00"
Westmeath,Willow Park FC,2014 Sports Capital Programme,"18,000.00"
Wexford,Adamstown Athletic Club,2014 Sports Capital Programme,"5,000.00"
Wexford,Bridge Rovers FC,2014 Sports Capital Programme,"30,000.00"
Wexford,BUFFERS ALLEY GAA CLUB,2014 Sports Capital Programme,"40,000.00"
Wexford,Clonard GAA Club,2014 Sports Capital Programme,"16,000.00"
Wexford,Duncannon FC,2014 Sports Capital Programme,"20,000.00"
Wexford,Edermine Ferry Rowing Club,2014 Sports Capital Programme,"5,000.00"
Wexford,Enniscorthy Athletic Club,2014 Sports Capital Programme,"25,000.00"
Wexford,Enniscorthy Hockey Club,2014 Sports Capital Programme,"10,000.00"
Wexford,Faythe Harriers Hurling & Camogie Club,2014 Sports Capital Programme,"150,000.00"
Wexford,Glenbrien Handball Club,2014 Sports Capital Programme,"80,000.00"
Wexford,Gorey Hockey Club,2014 Sports Capital Programme,"3,600.00"
Wexford,Half Way House Bunclody GAA Club,2014 Sports Capital Programme,"65,000.00"
Wexford,Hillbrook Lawn Tennis Club,2014 Sports Capital Programme,"100,000.00"
Wexford,Hook Sub Aqua Club,2014 Sports Capital Programme,"18,000.00"
Wexford,Kilmore Athletic Club,2014 Sports Capital Programme,"4,000.00"
Wexford,Kilmore GAA & Community Complex,2014 Sports Capital Programme,"15,000.00"
Wexford,Kilmore United Soccer Club,2014 Sports Capital Programme,"80,000.00"
Wexford,New Ross Town Football Club,2014 Sports Capital Programme,"12,000.00"
Wexford,Oulart The Ballagh,2014 Sports Capital Programme,"63,095.00"
Wexford,OYLEGATE YOUTH CLUB,2014 Sports Capital Programme,"1,500.00"
Wexford,Racing795,2014 Sports Capital Programme,"4,000.00"
Wexford,Realt na Mara Boxing Club,2014 Sports Capital Programme,"16,000.00"
Wexford,Riverchapel Community Complex Ltd,2014 Sports Capital Programme,"120,000.00"
Wexford,Sacre Coeur Boxing Club,2014 Sports Capital Programme,"22,000.00"
Wexford,Saint Aidans Boxing Club,2014 Sports Capital Programme,"3,500.00"
Wexford,Shamrocks Hurling & Football Club,2014 Sports Capital Programme,"100,000.00"
Wexford,St James GAA Club,2014 Sports Capital Programme,"80,000.00"
Wexford,St Patrick'sPitch&PuttClub,2014 Sports Capital Programme,"7,000.00"
Wexford,Tara Rock Community Field Trust,2014 Sports Capital Programme,"50,000.00"
Wexford,Templeshannon Community & Childcare Centre Ltd,2014 Sports Capital Programme,"2,000.00"
Wexford,Wexford Harbour Boat and Tennis Club,2014 Sports Capital Programme,"56,000.00"
Wexford,Wexford Swimming Club,2014 Sports Capital Programme,"5,000.00"
Wexford,Wexford Wanderers RFC,2014 Sports Capital Programme,"55,000.00"
Wicklow,An Tochar GAA Club,2014 Sports Capital Programme,"90,000.00"
Wicklow,Ardmore Rovers FC,2014 Sports Capital Programme,"18,000.00"
Wicklow,Arklow Geraldines/Ballymoney GAA Club,2014 Sports Capital Programme,"100,000.00"
Wicklow,Arklow Lawn Tennis Club,2014 Sports Capital Programme,"40,000.00"
Wicklow,Arklow RFC,2014 Sports Capital Programme,"60,627.00"
Wicklow,Ashford GAA Club,2014 Sports Capital Programme,"80,000.00"
Wicklow,Ashford Rovers AFC,2014 Sports Capital Programme,"42,000.00"
Wicklow,Ballinacor Community Project,2014 Sports Capital Programme,"42,000.00"
Wicklow,Blessington Sailing Club,2014 Sports Capital Programme,"24,000.00"
Wicklow,Bray Bowling Club,2014 Sports Capital Programme,"60,000.00"
Wicklow,Bray Emmets GAA Club,2014 Sports Capital Programme,"100,000.00"
Wicklow,Bray Sailing Club,2014 Sports Capital Programme,"18,000.00"
Wicklow,Co Wicklow Lawn Tennis Club,2014 Sports Capital Programme,"1,000.00"
Wicklow,Cobra Gymnastics Club,2014 Sports Capital Programme,"45,000.00"
Wicklow,Enniskerry Boxing Club,2014 Sports Capital Programme,"5,000.00"
Wicklow,Glenealy Hurling Club,2014 Sports Capital Programme,"80,000.00"
Wicklow,Grangecon Boxing Club,2014 Sports Capital Programme,"3,800.00"
Wicklow,Greystones Sailing Club,2014 Sports Capital Programme,"9,000.00"
Wicklow,Greystones United AFC,2014 Sports Capital Programme,"10,000.00"
Wicklow,Kildare Water Safety,2014 Sports Capital Programme,"12,000.00"
Wicklow,Loreto Bray Community Sports Project,2014 Sports Capital Programme,"133,000.00"
Wicklow,Peoples Park Users Committee,2014 Sports Capital Programme,"17,000.00"
Wicklow,Rathdrum Gymnastics Club,2014 Sports Capital Programme,"12,000.00"
Wicklow,Shamrock Bhoys FC,2014 Sports Capital Programme,"17,000.00"
Wicklow,Stratford Grangecon GAA,2014 Sports Capital Programme,"60,000.00"
Wicklow,Sugarloaf Gymnastics,2014 Sports Capital Programme,"10,000.00"
Wicklow,Three Castles Rowing Club,2014 Sports Capital Programme,"17,000.00"
Wicklow,Triathlon Ireland,2014 Sports Capital Programme,"150,000.00"
Wicklow,Wicklow County Cricket Club,2014 Sports Capital Programme,"7,000.00"
Wicklow,Wicklow Rovers AFC,2014 Sports Capital Programme,"43,000.00"
Wicklow,Wicklow Rowing Club,2014 Sports Capital Programme,"7,360.00"
Wicklow,Wolfe Tone Community Centre,2014 Sports Capital Programme,"50,000.00"
Galway,Galway County Council,2015 - Special Allocations,"13,076.00"
Kerry,Kerry County Council,2015 - Special Allocations,"8,401.00"
Mayo,Mayo County Council,2015 - Special Allocations,"85,000.00"
Mayo,Mayo County Council,2015 - Special Allocations,"3,885,786.00"
Sligo,Sligo County Council,2015 - Special Allocations,"29,208.00"
Carlow,Ardattin Athletic Club,2015 Sports Capital Programme,"14,000.00"
Carlow,Ballinkillen Lorum Community Centre Club,2015 Sports Capital Programme,"4,500.00"
Carlow,Carlow County Council,2015 Sports Capital Programme,"3,000.00"
Carlow,Carlow Lawn Tennis Club,2015 Sports Capital Programme,"65,000.00"
Carlow,Carlow Rowing Club,2015 Sports Capital Programme,"110,000.00"
Carlow,Carlow Sports & Social Club,2015 Sports Capital Programme,"40,000.00"
Carlow,Carlow Town Hurling Club,2015 Sports Capital Programme,"48,000.00"
Carlow,Clonmore GFC,2015 Sports Capital Programme,"135,000.00"
Carlow,Coisde Condae Ceatharloch,2015 Sports Capital Programme,"31,120.00"
Carlow,Dolmen Karate,2015 Sports Capital Programme,"3,000.00"
Carlow,Fighting Cocks GFC,2015 Sports Capital Programme,"45,607.00"
Carlow,Mount Leinster Rangers GAA Club,2015 Sports Capital Programme,"61,000.00"
Carlow,Murphy Memorial Hall Committee,2015 Sports Capital Programme,"8,000.00"
Carlow,Myshall Drumphea Senior Citizens,2015 Sports Capital Programme,"1,900.00"
Carlow,Old Leighlin Community Support Ltd.,2015 Sports Capital Programme,"20,000.00"
Carlow,St Mullins GAA Club,2015 Sports Capital Programme,"24,000.00"
Carlow,Tinryland GFC,2015 Sports Capital Programme,"7,000.00"
Carlow,Tullow Amateur Boxing Club,2015 Sports Capital Programme,"2,500.00"
Carlow,Tullow Community School,2015 Sports Capital Programme,"100,000.00"
Carlow,Tullow RFC,2015 Sports Capital Programme,"65,000.00"
Cavan,Bailieborough Leisure Centre,2015 Sports Capital Programme,"25,000.00"
Cavan,Bailieborough Shamrocks GAA,2015 Sports Capital Programme,"88,864.00"
Cavan,Cavan Canoe Club,2015 Sports Capital Programme,"23,670.00"
Cavan,Coiste Bhreifne Uí Raghaillaigh (Cavan G.A.A.),2015 Sports Capital Programme,"150,000.00"
Cavan,County Cavan Rugby Football Club,2015 Sports Capital Programme,"80,000.00"
Cavan,Cuman Gael an Chabhain (Cavan Gaels GAA Club),2015 Sports Capital Programme,"21,262.00"
Cavan,Droim Dhuin Eire Og GAA,2015 Sports Capital Programme,"150,000.00"
Cavan,Killyconnan Sports Ground Committee,2015 Sports Capital Programme,"87,300.00"
Cavan,Kingscourt Stars GAA,2015 Sports Capital Programme,"45,500.00"
Cavan,Lacken Celtic GFC,2015 Sports Capital Programme,"57,106.00"
Cavan,Maghera Mac Finns GFC,2015 Sports Capital Programme,"55,857.00"
Cavan,Mountnugent Gaa,2015 Sports Capital Programme,"65,682.00"
Cavan,MUNTERCONNAUGHT GAA CLUB,2015 Sports Capital Programme,"8,667.00"
Cavan,St Patrick's College,2015 Sports Capital Programme,"70,000.00"
Cavan,UCL Harps FC,2015 Sports Capital Programme,"67,806.00"
Cavan,Virginia Rugby Club,2015 Sports Capital Programme,"9,842.00"
Clare,Banner GAA Club Ennis,2015 Sports Capital Programme,"85,000.00"
Clare,Bridge United AFC,2015 Sports Capital Programme,"110,000.00"
Clare,Clare Camogie,2015 Sports Capital Programme,"180,792.00"
Clare,Clare County Council,2015 Sports Capital Programme,"100,000.00"
Clare,Clare County Council,2015 Sports Capital Programme,"200,000.00"
Clare,Corofin GAA Club,2015 Sports Capital Programme,"50,000.00"
Clare,Crusheen G.A.A. Club,2015 Sports Capital Programme,"22,548.00"
Clare,Cullaun Sailing Club Ltd,2015 Sports Capital Programme,"105,000.00"
Clare,Derg AC,2015 Sports Capital Programme,"10,000.00"
Clare,Eire Og Inis,2015 Sports Capital Programme,"15,000.00"
Clare,Ennis Boxing Club,2015 Sports Capital Programme,"8,000.00"
Clare,Ennis RFC,2015 Sports Capital Programme,"11,000.00"
Clare,Ennis Triathlon Club,2015 Sports Capital Programme,"10,000.00"
Clare,Ennistymon GAA Club,2015 Sports Capital Programme,"106,000.00"
Clare,GoTri Racing Triathlon Club,2015 Sports Capital Programme,"7,000.00"
Clare,Killaloe Ballina Tennis club,2015 Sports Capital Programme,"2,000.00"
Clare,Killaloe Sailing Club,2015 Sports Capital Programme,"4,000.00"
Clare,Kilmaley GAA Club,2015 Sports Capital Programme,"5,000.00"
Clare,Lahinch Sportsfield Comittee,2015 Sports Capital Programme,"106,000.00"
Clare,Liscannor Community Sportsfield Co. Ltd,2015 Sports Capital Programme,"27,000.00"
Clare,Muintir Na Tire Dysart Branch,2015 Sports Capital Programme,"40,000.00"
Clare,North West Clare Family Resource Centre,2015 Sports Capital Programme,"1,200.00"
Clare,O'Callaghans Mills GAA Club,2015 Sports Capital Programme,"114,000.00"
Clare,Scariff GAA Park Committee,2015 Sports Capital Programme,"105,000.00"
Clare,Shannon Gaels GAA Club,2015 Sports Capital Programme,"62,000.00"
Clare,Shannon Leisure Centre Ltd,2015 Sports Capital Programme,"56,000.00"
Clare,Tulla Athletic Club,2015 Sports Capital Programme,"110,000.00"
Cork,3rd Cork Scout Group St Patrick's,2015 Sports Capital Programme,"8,000.00"
Cork,Aghabullogue GAA,2015 Sports Capital Programme,"120,000.00"
Cork,Aghada District Community Council,2015 Sports Capital Programme,"6,000.00"
Cork,Aghada GAA Club,2015 Sports Capital Programme,"78,000.00"
Cork,Araglen GAA Club,2015 Sports Capital Programme,"26,000.00"
Cork,Ardfield Rathbarry Galleyflash Rowing Club,2015 Sports Capital Programme,"10,000.00"
Cork,Avondale United FC,2015 Sports Capital Programme,"8,000.00"
Cork,Ballinhassig GAA Club,2015 Sports Capital Programme,"130,000.00"
Cork,Ballinora GAA Club,2015 Sports Capital Programme,"80,000.00"
Cork,Ballyclough GAA,2015 Sports Capital Programme,"85,000.00"
Cork,Ballyhooly Community Sportsfield Ltd,2015 Sports Capital Programme,"72,018.00"
Cork,Ballyphehane GAA Club,2015 Sports Capital Programme,"130,000.00"
